route_long_name,end_date,route_type,route_text_color,agency_id,route_id,route_color,route_desc,directions,route_url,route_short_name,start_date,direction_id,direction_headsign,direction_name
Nos - (M) La Cisterna,2019-12-31,3,FFFFFF,TS,G08v,0951BC,,"[{'direction_id': 1, 'route_id': 'G08v', 'direction_headsign': 'Nos', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'G08v', 'direction_headsign': '(M) La Cisterna', 'direction_name': 'Outbound'}]",,G08v,2019-07-06,1,Nos,Inbound
Nos - (M) La Cisterna,2019-12-31,3,FFFFFF,TS,G08v,0951BC,,"[{'direction_id': 1, 'route_id': 'G08v', 'direction_headsign': 'Nos', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'G08v', 'direction_headsign': '(M) La Cisterna', 'direction_name': 'Outbound'}]",,G08v,2019-07-06,0,(M) La Cisterna,Outbound
Población La Selva - (M) La Cisterna,2019-12-31,3,FFFFFF,TS,G08,0951BC,,"[{'direction_id': 0, 'route_id': 'G08', 'direction_headsign': '(M) La Cisterna', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'G08', 'direction_headsign': 'Pob. La Selva', 'direction_name': 'Inbound'}]",,G08,2019-07-06,0,(M) La Cisterna,Outbound
Población La Selva - (M) La Cisterna,2019-12-31,3,FFFFFF,TS,G08,0951BC,,"[{'direction_id': 0, 'route_id': 'G08', 'direction_headsign': '(M) La Cisterna', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'G08', 'direction_headsign': 'Pob. La Selva', 'direction_name': 'Inbound'}]",,G08,2019-07-06,1,Pob. La Selva,Inbound
Huechuraba - (M) Zapadores,2019-12-31,3,FFFFFF,TS,208c,0951BC,,"[{'direction_id': 1, 'route_id': '208c', 'direction_headsign': 'Huechuraba', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '208c', 'direction_headsign': '(M) Zapadores', 'direction_name': 'Outbound'}]",,208c,2019-07-08,1,Huechuraba,Inbound
Huechuraba - (M) Zapadores,2019-12-31,3,FFFFFF,TS,208c,0951BC,,"[{'direction_id': 1, 'route_id': '208c', 'direction_headsign': 'Huechuraba', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '208c', 'direction_headsign': '(M) Zapadores', 'direction_name': 'Outbound'}]",,208c,2019-07-08,0,(M) Zapadores,Outbound
Quilicura - (M) La Cisterna,2019-12-31,3,000000,TS,428,F58220,,"[{'direction_id': 1, 'route_id': '428', 'direction_headsign': 'Quilicura', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '428', 'direction_headsign': '(M) La Cisterna', 'direction_name': 'Outbound'}]",,428,2019-07-06,1,Quilicura,Inbound
Quilicura - (M) La Cisterna,2019-12-31,3,000000,TS,428,F58220,,"[{'direction_id': 1, 'route_id': '428', 'direction_headsign': 'Quilicura', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '428', 'direction_headsign': '(M) La Cisterna', 'direction_name': 'Outbound'}]",,428,2019-07-06,0,(M) La Cisterna,Outbound
Huechuraba - Centro,2019-12-31,3,FFFFFF,TS,208,0951BC,,"[{'direction_id': 0, 'route_id': '208', 'direction_headsign': 'Huechuraba - Centro', 'direction_name': 'Outbound'}]",,208,2019-07-06,0,Huechuraba - Centro,Outbound
Ciudad Empresarial - Lo Espejo,2019-12-31,3,FFFFFF,TS,223,0951BC,,"[{'direction_id': 1, 'route_id': '223', 'direction_headsign': 'C. Empresarial', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '223', 'direction_headsign': 'Lo Espejo', 'direction_name': 'Outbound'}]",,223,2019-07-06,1,C. Empresarial,Inbound
Ciudad Empresarial - Lo Espejo,2019-12-31,3,FFFFFF,TS,223,0951BC,,"[{'direction_id': 1, 'route_id': '223', 'direction_headsign': 'C. Empresarial', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '223', 'direction_headsign': 'Lo Espejo', 'direction_name': 'Outbound'}]",,223,2019-07-06,0,Lo Espejo,Outbound
(M) Vespucio Norte - San Joaquin,2019-12-31,3,000000,TS,117,F58220,,"[{'direction_id': 1, 'route_id': '117', 'direction_headsign': '(M) Vespucio Norte', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '117', 'direction_headsign': 'San Joaquín', 'direction_name': 'Outbound'}]",,117,2019-07-06,1,(M) Vespucio Norte,Inbound
(M) Vespucio Norte - San Joaquin,2019-12-31,3,000000,TS,117,F58220,,"[{'direction_id': 1, 'route_id': '117', 'direction_headsign': '(M) Vespucio Norte', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '117', 'direction_headsign': 'San Joaquín', 'direction_name': 'Outbound'}]",,117,2019-07-06,0,San Joaquín,Outbound
El Salto - Huamachuco,2019-12-31,3,FFFFFF,TS,B01,ED1C24,,"[{'direction_id': 0, 'route_id': 'B01', 'direction_headsign': 'Huamachuco', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'B01', 'direction_headsign': 'El Salto', 'direction_name': 'Inbound'}]",,B01,2019-07-06,0,Huamachuco,Outbound
El Salto - Huamachuco,2019-12-31,3,FFFFFF,TS,B01,ED1C24,,"[{'direction_id': 0, 'route_id': 'B01', 'direction_headsign': 'Huamachuco', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'B01', 'direction_headsign': 'El Salto', 'direction_name': 'Inbound'}]",,B01,2019-07-06,1,El Salto,Inbound
Lo Echevers - Lo Hermida,2019-12-31,3,000000,TS,429,F58220,,"[{'direction_id': 1, 'route_id': '429', 'direction_headsign': 'Lo Echevers', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '429', 'direction_headsign': 'Lo Hermida', 'direction_name': 'Outbound'}]",,429,2019-07-06,1,Lo Echevers,Inbound
Lo Echevers - Lo Hermida,2019-12-31,3,000000,TS,429,F58220,,"[{'direction_id': 1, 'route_id': '429', 'direction_headsign': 'Lo Echevers', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '429', 'direction_headsign': 'Lo Hermida', 'direction_name': 'Outbound'}]",,429,2019-07-06,0,Lo Hermida,Outbound
Rigoberto Jara - Lo Hermida,2019-12-31,3,000000,TS,425,F58220,,"[{'direction_id': 0, 'route_id': '425', 'direction_headsign': 'Lo Hermida', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '425', 'direction_headsign': 'Rigoberto Jara', 'direction_name': 'Inbound'}]",,425,2019-07-06,0,Lo Hermida,Outbound
Rigoberto Jara - Lo Hermida,2019-12-31,3,000000,TS,425,F58220,,"[{'direction_id': 0, 'route_id': '425', 'direction_headsign': 'Lo Hermida', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '425', 'direction_headsign': 'Rigoberto Jara', 'direction_name': 'Inbound'}]",,425,2019-07-06,1,Rigoberto Jara,Inbound
Quilicura - Plaza Italia,2019-12-31,3,FFFFFF,TS,303,00A77E,,"[{'direction_id': 1, 'route_id': '303', 'direction_headsign': 'Quilicura', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '303', 'direction_headsign': 'Pza. Italia', 'direction_name': 'Outbound'}]",,303,2019-07-06,1,Quilicura,Inbound
Quilicura - Plaza Italia,2019-12-31,3,FFFFFF,TS,303,00A77E,,"[{'direction_id': 1, 'route_id': '303', 'direction_headsign': 'Quilicura', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '303', 'direction_headsign': 'Pza. Italia', 'direction_name': 'Outbound'}]",,303,2019-07-06,0,Pza. Italia,Outbound
Renca - Providencia,2019-12-31,3,FFFFFF,TS,410e,ED1C24,,"[{'direction_id': 0, 'route_id': '410e', 'direction_headsign': 'Providencia', 'direction_name': 'Outbound'}]",,410e,2019-07-08,0,Providencia,Outbound
Noviciado - (M) Pudahuel,2019-12-31,3,FFFFFF,TS,J07,00929E,,"[{'direction_id': 0, 'route_id': 'J07', 'direction_headsign': '(M) Pudahuel -Noviciado', 'direction_name': 'Outbound'}]",,J07,2019-07-06,0,(M) Pudahuel -Noviciado,Outbound
(M) Zapadores - Santa Laura,2019-12-31,3,FFFFFF,TS,B06,ED1C24,,"[{'direction_id': 0, 'route_id': 'B06', 'direction_headsign': 'Sta. Laura', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'B06', 'direction_headsign': '(M) Zapadores', 'direction_name': 'Inbound'}]",,B06,2019-07-06,0,Sta. Laura,Outbound
(M) Zapadores - Santa Laura,2019-12-31,3,FFFFFF,TS,B06,ED1C24,,"[{'direction_id': 0, 'route_id': 'B06', 'direction_headsign': 'Sta. Laura', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'B06', 'direction_headsign': '(M) Zapadores', 'direction_name': 'Inbound'}]",,B06,2019-07-06,1,(M) Zapadores,Inbound
Villa Pucara - (M) Vespucio Norte,2019-12-31,3,FFFFFF,TS,B18e,ED1C24,,"[{'direction_id': 1, 'route_id': 'B18e', 'direction_headsign': 'Villa Pucará', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'B18e', 'direction_headsign': '(M) Vespucio Norte', 'direction_name': 'Outbound'}]",,B18e,2019-07-08,1,Villa Pucará,Inbound
Villa Pucara - (M) Vespucio Norte,2019-12-31,3,FFFFFF,TS,B18e,ED1C24,,"[{'direction_id': 1, 'route_id': 'B18e', 'direction_headsign': 'Villa Pucará', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'B18e', 'direction_headsign': '(M) Vespucio Norte', 'direction_name': 'Outbound'}]",,B18e,2019-07-08,0,(M) Vespucio Norte,Outbound
Renca - Providencia,2019-12-31,3,FFFFFF,TS,410,ED1C24,,"[{'direction_id': 1, 'route_id': '410', 'direction_headsign': 'Renca', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '410', 'direction_headsign': 'Providencia', 'direction_name': 'Outbound'}]",,410,2019-07-06,1,Renca,Inbound
Renca - Providencia,2019-12-31,3,FFFFFF,TS,410,ED1C24,,"[{'direction_id': 1, 'route_id': '410', 'direction_headsign': 'Renca', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '410', 'direction_headsign': 'Providencia', 'direction_name': 'Outbound'}]",,410,2019-07-06,0,Providencia,Outbound
El Cortijo - Mapocho,2019-12-31,3,FFFFFF,TS,B04,ED1C24,,"[{'direction_id': 0, 'route_id': 'B04', 'direction_headsign': 'Mapocho', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'B04', 'direction_headsign': 'El Cortijo', 'direction_name': 'Inbound'}]",,B04,2019-07-06,0,Mapocho,Outbound
El Cortijo - Mapocho,2019-12-31,3,FFFFFF,TS,B04,ED1C24,,"[{'direction_id': 0, 'route_id': 'B04', 'direction_headsign': 'Mapocho', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'B04', 'direction_headsign': 'El Cortijo', 'direction_name': 'Inbound'}]",,B04,2019-07-06,1,El Cortijo,Inbound
Rigoberto Jara - (M) Los Libertadores,2019-12-31,3,FFFFFF,TS,315c,00A77E,,"[{'direction_id': 1, 'route_id': '315c', 'direction_headsign': 'Roberto Jara', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '315c', 'direction_headsign': '(M) Los Libertadores', 'direction_name': 'Outbound'}]",,315c,2019-07-08,1,Roberto Jara,Inbound
Rigoberto Jara - (M) Los Libertadores,2019-12-31,3,FFFFFF,TS,315c,00A77E,,"[{'direction_id': 1, 'route_id': '315c', 'direction_headsign': 'Roberto Jara', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '315c', 'direction_headsign': '(M) Los Libertadores', 'direction_name': 'Outbound'}]",,315c,2019-07-08,0,(M) Los Libertadores,Outbound
Quilicura - Vitacura,2019-12-31,3,000000,TS,435,F58220,,"[{'direction_id': 1, 'route_id': '435', 'direction_headsign': 'Quilicura', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '435', 'direction_headsign': 'Vitacura', 'direction_name': 'Outbound'}]",,435,2019-07-06,1,Quilicura,Inbound
Quilicura - Vitacura,2019-12-31,3,000000,TS,435,F58220,,"[{'direction_id': 1, 'route_id': '435', 'direction_headsign': 'Quilicura', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '435', 'direction_headsign': 'Vitacura', 'direction_name': 'Outbound'}]",,435,2019-07-06,0,Vitacura,Outbound
Recoleta - Cerrillos,2019-12-31,3,000000,TS,101,F58220,,"[{'direction_id': 0, 'route_id': '101', 'direction_headsign': 'Cerrillos', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '101', 'direction_headsign': 'Recoleta', 'direction_name': 'Inbound'}]",,101,2019-07-06,0,Cerrillos,Outbound
Recoleta - Cerrillos,2019-12-31,3,000000,TS,101,F58220,,"[{'direction_id': 0, 'route_id': '101', 'direction_headsign': 'Cerrillos', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '101', 'direction_headsign': 'Recoleta', 'direction_name': 'Inbound'}]",,101,2019-07-06,1,Recoleta,Inbound
Lo Marcoleta - Plaza Italia,2019-12-31,3,FFFFFF,TS,307,00A77E,,"[{'direction_id': 0, 'route_id': '307', 'direction_headsign': 'Pza. Italia-Lo Marcoleta', 'direction_name': 'Outbound'}]",,307,2019-07-06,0,Pza. Italia-Lo Marcoleta,Outbound
Renca - Maipu,2019-12-31,3,FFFFFF,TS,110,00929E,,"[{'direction_id': 1, 'route_id': '110', 'direction_headsign': 'Renca', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '110', 'direction_headsign': 'Maipú', 'direction_name': 'Outbound'}]",,110,2019-07-06,1,Renca,Inbound
Renca - Maipu,2019-12-31,3,FFFFFF,TS,110,00929E,,"[{'direction_id': 1, 'route_id': '110', 'direction_headsign': 'Renca', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '110', 'direction_headsign': 'Maipú', 'direction_name': 'Outbound'}]",,110,2019-07-06,0,Maipú,Outbound
El Cortijo - (M) Cerro Blanco,2019-12-31,3,FFFFFF,TS,B04v,ED1C24,,"[{'direction_id': 0, 'route_id': 'B04v', 'direction_headsign': 'Hospitales', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'B04v', 'direction_headsign': 'El Cortijo', 'direction_name': 'Inbound'}]",,B04v,2019-07-06,0,Hospitales,Outbound
El Cortijo - (M) Cerro Blanco,2019-12-31,3,FFFFFF,TS,B04v,ED1C24,,"[{'direction_id': 0, 'route_id': 'B04v', 'direction_headsign': 'Hospitales', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'B04v', 'direction_headsign': 'El Cortijo', 'direction_name': 'Inbound'}]",,B04v,2019-07-06,1,El Cortijo,Inbound
Vital Apoquindo - (M) Manuel Montt,2019-12-31,3,FFFFFF,TS,C04,ED1C24,,"[{'direction_id': 1, 'route_id': 'C04', 'direction_headsign': 'Vital Apoquindo', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'C04', 'direction_headsign': '(M) Manuel Montt', 'direction_name': 'Outbound'}]",,C04,2019-07-06,1,Vital Apoquindo,Inbound
Vital Apoquindo - (M) Manuel Montt,2019-12-31,3,FFFFFF,TS,C04,ED1C24,,"[{'direction_id': 1, 'route_id': 'C04', 'direction_headsign': 'Vital Apoquindo', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'C04', 'direction_headsign': '(M) Manuel Montt', 'direction_name': 'Outbound'}]",,C04,2019-07-06,0,(M) Manuel Montt,Outbound
(M) Escuela Militar - Los Trapenses,2019-12-31,3,FFFFFF,TS,C14,ED1C24,,"[{'direction_id': 0, 'route_id': 'C14', 'direction_headsign': 'Los Trapenses', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C14', 'direction_headsign': '(M) Esc. Militar', 'direction_name': 'Inbound'}]",,C14,2019-07-06,0,Los Trapenses,Outbound
(M) Escuela Militar - Los Trapenses,2019-12-31,3,FFFFFF,TS,C14,ED1C24,,"[{'direction_id': 0, 'route_id': 'C14', 'direction_headsign': 'Los Trapenses', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C14', 'direction_headsign': '(M) Esc. Militar', 'direction_name': 'Inbound'}]",,C14,2019-07-06,1,(M) Esc. Militar,Inbound
Diagonal Las Torres - (M) Santa Isabel,2019-12-31,3,000000,TS,D18,F58220,,"[{'direction_id': 1, 'route_id': 'D18', 'direction_headsign': 'Diag. Las Torres', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'D18', 'direction_headsign': '(M) Santa Isabel', 'direction_name': 'Outbound'}]",,D18,2019-07-06,1,Diag. Las Torres,Inbound
Diagonal Las Torres - (M) Santa Isabel,2019-12-31,3,000000,TS,D18,F58220,,"[{'direction_id': 1, 'route_id': 'D18', 'direction_headsign': 'Diag. Las Torres', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'D18', 'direction_headsign': '(M) Santa Isabel', 'direction_name': 'Outbound'}]",,D18,2019-07-06,0,(M) Santa Isabel,Outbound
Bernardo Larrain Cotapos - Cantagallo,2019-12-31,3,FFFFFF,TS,C19,ED1C24,,"[{'direction_id': 0, 'route_id': 'C19', 'direction_headsign': 'Cantagallo', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C19', 'direction_headsign': 'B. Larraín Cotapos', 'direction_name': 'Inbound'}]",,C19,2019-07-06,0,Cantagallo,Outbound
Bernardo Larrain Cotapos - Cantagallo,2019-12-31,3,FFFFFF,TS,C19,ED1C24,,"[{'direction_id': 0, 'route_id': 'C19', 'direction_headsign': 'Cantagallo', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C19', 'direction_headsign': 'B. Larraín Cotapos', 'direction_name': 'Inbound'}]",,C19,2019-07-06,1,B. Larraín Cotapos,Inbound
Pablo De Rokha - Vitacura,2019-12-31,3,FFFFFF,TS,216,0951BC,,"[{'direction_id': 1, 'route_id': '216', 'direction_headsign': 'Pablo de Rokha', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '216', 'direction_headsign': 'Vitacura', 'direction_name': 'Outbound'}]",,216,2019-07-06,1,Pablo de Rokha,Inbound
Pablo De Rokha - Vitacura,2019-12-31,3,FFFFFF,TS,216,0951BC,,"[{'direction_id': 1, 'route_id': '216', 'direction_headsign': 'Pablo de Rokha', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '216', 'direction_headsign': 'Vitacura', 'direction_name': 'Outbound'}]",,216,2019-07-06,0,Vitacura,Outbound
Los Trapenses - (M) Escuela Militar,2019-12-31,3,FFFFFF,TS,C21N,ED1C24,,"[{'direction_id': 0, 'route_id': 'C21N', 'direction_headsign': '(M) Escuela Militar', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C21N', 'direction_headsign': 'Los Trapenses', 'direction_name': 'Inbound'}]",,C21N,2019-07-06,0,(M) Escuela Militar,Outbound
Los Trapenses - (M) Escuela Militar,2019-12-31,3,FFFFFF,TS,C21N,ED1C24,,"[{'direction_id': 0, 'route_id': 'C21N', 'direction_headsign': '(M) Escuela Militar', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C21N', 'direction_headsign': 'Los Trapenses', 'direction_name': 'Inbound'}]",,C21N,2019-07-06,1,Los Trapenses,Inbound
(M) Francisco Bilbao - Cerro 18,2019-12-31,3,FFFFFF,TS,C01,ED1C24,,"[{'direction_id': 1, 'route_id': 'C01', 'direction_headsign': '(M) Bilbao', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'C01', 'direction_headsign': 'Cerro 18', 'direction_name': 'Outbound'}]",,C01,2019-07-06,1,(M) Bilbao,Inbound
(M) Francisco Bilbao - Cerro 18,2019-12-31,3,FFFFFF,TS,C01,ED1C24,,"[{'direction_id': 1, 'route_id': 'C01', 'direction_headsign': '(M) Bilbao', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'C01', 'direction_headsign': 'Cerro 18', 'direction_name': 'Outbound'}]",,C01,2019-07-06,0,Cerro 18,Outbound
La Dehesa - Nueva Bilbao,2019-12-31,3,FFFFFF,TS,C09,ED1C24,,"[{'direction_id': 0, 'route_id': 'C09', 'direction_headsign': '(M) Los Dominicos', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C09', 'direction_headsign': 'La Dehesa', 'direction_name': 'Inbound'}]",,C09,2019-07-06,0,(M) Los Dominicos,Outbound
La Dehesa - Nueva Bilbao,2019-12-31,3,FFFFFF,TS,C09,ED1C24,,"[{'direction_id': 0, 'route_id': 'C09', 'direction_headsign': '(M) Los Dominicos', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C09', 'direction_headsign': 'La Dehesa', 'direction_name': 'Inbound'}]",,C09,2019-07-06,1,La Dehesa,Inbound
(M) Quilin - (M) Francisco Bilbao,2019-12-31,3,000000,TS,D16,F58220,,"[{'direction_id': 1, 'route_id': 'D16', 'direction_headsign': '(M) Quilín', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'D16', 'direction_headsign': '(M) Bilbao', 'direction_name': 'Outbound'}]",,D16,2019-07-06,1,(M) Quilín,Inbound
(M) Quilin - (M) Francisco Bilbao,2019-12-31,3,000000,TS,D16,F58220,,"[{'direction_id': 1, 'route_id': 'D16', 'direction_headsign': '(M) Quilín', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'D16', 'direction_headsign': '(M) Bilbao', 'direction_name': 'Outbound'}]",,D16,2019-07-06,0,(M) Bilbao,Outbound
Vital Apoquindo - (M) Tobalaba,2019-12-31,3,FFFFFF,TS,C06,ED1C24,,"[{'direction_id': 0, 'route_id': 'C06', 'direction_headsign': '(M) Tobalaba', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C06', 'direction_headsign': 'Vital Apoquindo', 'direction_name': 'Inbound'}]",,C06,2019-07-06,0,(M) Tobalaba,Outbound
Vital Apoquindo - (M) Tobalaba,2019-12-31,3,FFFFFF,TS,C06,ED1C24,,"[{'direction_id': 0, 'route_id': 'C06', 'direction_headsign': '(M) Tobalaba', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C06', 'direction_headsign': 'Vital Apoquindo', 'direction_name': 'Inbound'}]",,C06,2019-07-06,1,Vital Apoquindo,Inbound
Maipu - San Carlos De Apoquindo,2019-12-31,3,000000,TS,421,F58220,,"[{'direction_id': 1, 'route_id': '421', 'direction_headsign': 'Maipú', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '421', 'direction_headsign': 'Sn. C. de Apoq.', 'direction_name': 'Outbound'}]",,421,2019-07-06,1,Maipú,Inbound
Maipu - San Carlos De Apoquindo,2019-12-31,3,000000,TS,421,F58220,,"[{'direction_id': 1, 'route_id': '421', 'direction_headsign': 'Maipú', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '421', 'direction_headsign': 'Sn. C. de Apoq.', 'direction_name': 'Outbound'}]",,421,2019-07-06,0,Sn. C. de Apoq.,Outbound
Diagonal Las Torres - Mall Alto Las Condes,2019-12-31,3,000000,TS,D11,F58220,,"[{'direction_id': 0, 'route_id': 'D11', 'direction_headsign': 'Mall Alto Las Condes', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'D11', 'direction_headsign': 'Diag. Las Torres', 'direction_name': 'Inbound'}]",,D11,2019-07-06,0,Mall Alto Las Condes,Outbound
Diagonal Las Torres - Mall Alto Las Condes,2019-12-31,3,000000,TS,D11,F58220,,"[{'direction_id': 0, 'route_id': 'D11', 'direction_headsign': 'Mall Alto Las Condes', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'D11', 'direction_headsign': 'Diag. Las Torres', 'direction_name': 'Inbound'}]",,D11,2019-07-06,1,Diag. Las Torres,Inbound
La Ermita - (M) Francisco Bilbao,2019-12-31,3,FFFFFF,TS,C05,ED1C24,,"[{'direction_id': 0, 'route_id': 'C05', 'direction_headsign': '(M) Bilbao', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C05', 'direction_headsign': 'La Ermita', 'direction_name': 'Inbound'}]",,C05,2019-07-06,0,(M) Bilbao,Outbound
La Ermita - (M) Francisco Bilbao,2019-12-31,3,FFFFFF,TS,C05,ED1C24,,"[{'direction_id': 0, 'route_id': 'C05', 'direction_headsign': '(M) Bilbao', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C05', 'direction_headsign': 'La Ermita', 'direction_name': 'Inbound'}]",,C05,2019-07-06,1,La Ermita,Inbound
La Piramide - (M) Francisco Bilbao,2019-12-31,3,FFFFFF,TS,C07,ED1C24,,"[{'direction_id': 0, 'route_id': 'C07', 'direction_headsign': '(M) Bilbao', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C07', 'direction_headsign': 'La Pirámide', 'direction_name': 'Inbound'}]",,C07,2019-07-06,0,(M) Bilbao,Outbound
La Piramide - (M) Francisco Bilbao,2019-12-31,3,FFFFFF,TS,C07,ED1C24,,"[{'direction_id': 0, 'route_id': 'C07', 'direction_headsign': '(M) Bilbao', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C07', 'direction_headsign': 'La Pirámide', 'direction_name': 'Inbound'}]",,C07,2019-07-06,1,La Pirámide,Inbound
Vital Apoquindo - El Huinganal,2019-12-31,3,FFFFFF,TS,C16,ED1C24,,"[{'direction_id': 1, 'route_id': 'C16', 'direction_headsign': 'Vital Apoquindo', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'C16', 'direction_headsign': 'El Huinganal', 'direction_name': 'Outbound'}]",,C16,2019-07-06,1,Vital Apoquindo,Inbound
Vital Apoquindo - El Huinganal,2019-12-31,3,FFFFFF,TS,C16,ED1C24,,"[{'direction_id': 1, 'route_id': 'C16', 'direction_headsign': 'Vital Apoquindo', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'C16', 'direction_headsign': 'El Huinganal', 'direction_name': 'Outbound'}]",,C16,2019-07-06,0,El Huinganal,Outbound
San Carlos De Apoquindo - (M) Escuela Militar,2019-12-31,3,FFFFFF,TS,C02,ED1C24,,"[{'direction_id': 0, 'route_id': 'C02', 'direction_headsign': '(M) Esc. Militar', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C02', 'direction_headsign': 'Sn. C. de Apoq.', 'direction_name': 'Inbound'}]",,C02,2019-07-06,0,(M) Esc. Militar,Outbound
San Carlos De Apoquindo - (M) Escuela Militar,2019-12-31,3,FFFFFF,TS,C02,ED1C24,,"[{'direction_id': 0, 'route_id': 'C02', 'direction_headsign': '(M) Esc. Militar', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C02', 'direction_headsign': 'Sn. C. de Apoq.', 'direction_name': 'Inbound'}]",,C02,2019-07-06,1,Sn. C. de Apoq.,Inbound
(M) Escuela Militar - Estoril,2019-12-31,3,FFFFFF,TS,C15,ED1C24,,"[{'direction_id': 0, 'route_id': 'C15', 'direction_headsign': 'Estoril', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C15', 'direction_headsign': '(M) Esc. Militar', 'direction_name': 'Inbound'}]",,C15,2019-07-06,0,Estoril,Outbound
(M) Escuela Militar - Estoril,2019-12-31,3,FFFFFF,TS,C15,ED1C24,,"[{'direction_id': 0, 'route_id': 'C15', 'direction_headsign': 'Estoril', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C15', 'direction_headsign': '(M) Esc. Militar', 'direction_name': 'Inbound'}]",,C15,2019-07-06,1,(M) Esc. Militar,Inbound
