route_long_name,end_date,route_type,route_text_color,agency_id,route_id,route_color,route_desc,directions,route_url,route_short_name,start_date,direction_id,direction_headsign,direction_name
V. Francia -   Mall F. Center,2019-12-31,3,FFFFFF,TS,385,00A77E,,"[{'direction_id': 1, 'route_id': '385', 'direction_headsign': 'Villa Francia', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '385', 'direction_headsign': 'Florida Center', 'direction_name': 'Outbound'}]",,385,2019-07-06,0,Florida Center,Outbound
Villa Los Héroes - Hospital Borja Arriarán,2019-12-31,3,FFFFFF,TS,I01,00A77E,,"[{'direction_id': 0, 'route_id': 'I01', 'direction_headsign': 'Hosp. Borja Arriarán', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'I01', 'direction_headsign': 'Villa Los Héroes', 'direction_name': 'Inbound'}]",,I01,2019-07-06,0,Hosp. Borja Arriarán,Outbound
Villa Los Héroes - Hospital Borja Arriarán,2019-12-31,3,FFFFFF,TS,I01,00A77E,,"[{'direction_id': 0, 'route_id': 'I01', 'direction_headsign': 'Hosp. Borja Arriarán', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'I01', 'direction_headsign': 'Villa Los Héroes', 'direction_name': 'Inbound'}]",,I01,2019-07-06,1,Villa Los Héroes,Inbound
Alameda - Quilicura,2019-12-31,3,FFFFFF,TS,B31N,ED1C24,,"[{'direction_id': 0, 'route_id': 'B31N', 'direction_headsign': 'Quilicura', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'B31N', 'direction_headsign': 'Alameda', 'direction_name': 'Inbound'}]",,B31N,2019-07-06,0,Quilicura,Outbound
Alameda - Quilicura,2019-12-31,3,FFFFFF,TS,B31N,ED1C24,,"[{'direction_id': 0, 'route_id': 'B31N', 'direction_headsign': 'Quilicura', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'B31N', 'direction_headsign': 'Alameda', 'direction_name': 'Inbound'}]",,B31N,2019-07-06,1,Alameda,Inbound
El Descanso - Mapocho,2019-12-31,3,000000,TS,404,F58220,,"[{'direction_id': 0, 'route_id': '404', 'direction_headsign': 'Mapocho', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '404', 'direction_headsign': 'El Descanso', 'direction_name': 'Inbound'}]",,404,2019-07-06,0,Mapocho,Outbound
El Descanso - Mapocho,2019-12-31,3,000000,TS,404,F58220,,"[{'direction_id': 0, 'route_id': '404', 'direction_headsign': 'Mapocho', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '404', 'direction_headsign': 'El Descanso', 'direction_name': 'Inbound'}]",,404,2019-07-06,1,El Descanso,Inbound
Alameda - Gabriela,2019-12-31,3,FFFFFF,TS,204,0951BC,,"[{'direction_id': 1, 'route_id': '204', 'direction_headsign': 'Alameda', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '204', 'direction_headsign': 'Gabriela', 'direction_name': 'Outbound'}]",,204,2019-07-06,1,Alameda,Inbound
Alameda - Gabriela,2019-12-31,3,FFFFFF,TS,204,0951BC,,"[{'direction_id': 1, 'route_id': '204', 'direction_headsign': 'Alameda', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '204', 'direction_headsign': 'Gabriela', 'direction_name': 'Outbound'}]",,204,2019-07-06,0,Gabriela,Outbound
Alameda - El Volcan,2019-12-31,3,FFFFFF,TS,209,0951BC,,"[{'direction_id': 0, 'route_id': '209', 'direction_headsign': 'El Volcán', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '209', 'direction_headsign': 'Alameda', 'direction_name': 'Inbound'}]",,209,2019-07-06,0,El Volcán,Outbound
Alameda - El Volcan,2019-12-31,3,FFFFFF,TS,209,0951BC,,"[{'direction_id': 0, 'route_id': '209', 'direction_headsign': 'El Volcán', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '209', 'direction_headsign': 'Alameda', 'direction_name': 'Inbound'}]",,209,2019-07-06,1,Alameda,Inbound
Diagonal Las Torres - (M) Franklin,2019-12-31,3,000000,TS,D07,F58220,,"[{'direction_id': 1, 'route_id': 'D07', 'direction_headsign': 'Diag. Las Torres', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'D07', 'direction_headsign': '(M) Franklin', 'direction_name': 'Outbound'}]",,D07,2019-07-06,1,Diag. Las Torres,Inbound
Diagonal Las Torres - (M) Franklin,2019-12-31,3,000000,TS,D07,F58220,,"[{'direction_id': 1, 'route_id': 'D07', 'direction_headsign': 'Diag. Las Torres', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'D07', 'direction_headsign': '(M) Franklin', 'direction_name': 'Outbound'}]",,D07,2019-07-06,0,(M) Franklin,Outbound
Los Libertadores - Av. Santa Rosa,2019-12-31,3,FFFFFF,TS,230,0951BC,,"[{'direction_id': 0, 'route_id': '230', 'direction_headsign': 'Av. Santa Rosa', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '230', 'direction_headsign': 'Los Libertadores', 'direction_name': 'Inbound'}]",,230,2019-07-06,0,Av. Santa Rosa,Outbound
Los Libertadores - Av. Santa Rosa,2019-12-31,3,FFFFFF,TS,230,0951BC,,"[{'direction_id': 0, 'route_id': '230', 'direction_headsign': 'Av. Santa Rosa', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '230', 'direction_headsign': 'Los Libertadores', 'direction_name': 'Inbound'}]",,230,2019-07-06,1,Los Libertadores,Inbound
Av. La Florida - (M) Franklin,2019-12-31,3,FFFFFF,TS,E04,00A77E,,"[{'direction_id': 0, 'route_id': 'E04', 'direction_headsign': '(M) Franklin', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'E04', 'direction_headsign': 'Av. La Florida', 'direction_name': 'Inbound'}]",,E04,2019-07-06,0,(M) Franklin,Outbound
Av. La Florida - (M) Franklin,2019-12-31,3,FFFFFF,TS,E04,00A77E,,"[{'direction_id': 0, 'route_id': 'E04', 'direction_headsign': '(M) Franklin', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'E04', 'direction_headsign': 'Av. La Florida', 'direction_name': 'Inbound'}]",,E04,2019-07-06,1,Av. La Florida,Inbound
Mall Plaza Oeste - Estación Central,2019-12-31,3,FFFFFF,TS,I14,00A77E,,"[{'direction_id': 1, 'route_id': 'I14', 'direction_headsign': 'Mall Plaza Oeste', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'I14', 'direction_headsign': 'Estación Central', 'direction_name': 'Outbound'}]",,I14,2019-07-06,1,Mall Plaza Oeste,Inbound
Mall Plaza Oeste - Estación Central,2019-12-31,3,FFFFFF,TS,I14,00A77E,,"[{'direction_id': 1, 'route_id': 'I14', 'direction_headsign': 'Mall Plaza Oeste', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'I14', 'direction_headsign': 'Estación Central', 'direction_name': 'Outbound'}]",,I14,2019-07-06,0,Estación Central,Outbound
Enea - Hospital Dipreca,2019-12-31,3,FFFFFF,TS,504,00929E,,"[{'direction_id': 0, 'route_id': '504', 'direction_headsign': 'Hosp. Dipreca', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '504', 'direction_headsign': 'Enea', 'direction_name': 'Inbound'}]",,504,2019-07-06,0,Hosp. Dipreca,Outbound
Enea - Hospital Dipreca,2019-12-31,3,FFFFFF,TS,504,00929E,,"[{'direction_id': 0, 'route_id': '504', 'direction_headsign': 'Hosp. Dipreca', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '504', 'direction_headsign': 'Enea', 'direction_name': 'Inbound'}]",,504,2019-07-06,1,Enea,Inbound
Mall Plaza Oeste - Centro,2019-12-31,3,FFFFFF,TS,I14N,00A77E,,"[{'direction_id': 0, 'route_id': 'I14N', 'direction_headsign': 'Centro', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'I14N', 'direction_headsign': 'Mall Plaza Oeste', 'direction_name': 'Inbound'}]",,I14N,2019-07-06,0,Centro,Outbound
Mall Plaza Oeste - Centro,2019-12-31,3,FFFFFF,TS,I14N,00A77E,,"[{'direction_id': 0, 'route_id': 'I14N', 'direction_headsign': 'Centro', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'I14N', 'direction_headsign': 'Mall Plaza Oeste', 'direction_name': 'Inbound'}]",,I14N,2019-07-06,1,Mall Plaza Oeste,Inbound
Bajos De Mena - La Moneda,2019-12-31,3,000000,TS,F30N,FFC107,,"[{'direction_id': 1, 'route_id': 'F30N', 'direction_headsign': 'Bajos de Mena', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'F30N', 'direction_headsign': 'La Moneda', 'direction_name': 'Outbound'}]",,F30N,2019-07-06,1,Bajos de Mena,Inbound
Bajos De Mena - La Moneda,2019-12-31,3,000000,TS,F30N,FFC107,,"[{'direction_id': 1, 'route_id': 'F30N', 'direction_headsign': 'Bajos de Mena', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'F30N', 'direction_headsign': 'La Moneda', 'direction_name': 'Outbound'}]",,F30N,2019-07-06,0,La Moneda,Outbound
Santa Olga - Posta Central,2019-12-31,3,FFFFFF,TS,H13,00A77E,,"[{'direction_id': 1, 'route_id': 'H13', 'direction_headsign': 'Sta. Olga', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'H13', 'direction_headsign': 'Posta Central', 'direction_name': 'Outbound'}]",,H13,2019-07-06,1,Sta. Olga,Inbound
Santa Olga - Posta Central,2019-12-31,3,FFFFFF,TS,H13,00A77E,,"[{'direction_id': 1, 'route_id': 'H13', 'direction_headsign': 'Sta. Olga', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'H13', 'direction_headsign': 'Posta Central', 'direction_name': 'Outbound'}]",,H13,2019-07-06,0,Posta Central,Outbound
Villa Los Heroes - Alameda,2019-12-31,3,FFFFFF,TS,I10N,00A77E,,"[{'direction_id': 1, 'route_id': 'I10N', 'direction_headsign': 'Villa Los Héroes', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'I10N', 'direction_headsign': 'Alameda', 'direction_name': 'Outbound'}]",,I10N,2019-07-06,1,Villa Los Héroes,Inbound
Villa Los Heroes - Alameda,2019-12-31,3,FFFFFF,TS,I10N,00A77E,,"[{'direction_id': 1, 'route_id': 'I10N', 'direction_headsign': 'Villa Los Héroes', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'I10N', 'direction_headsign': 'Alameda', 'direction_name': 'Outbound'}]",,I10N,2019-07-06,0,Alameda,Outbound
Costanera Sur - (M) Republica,2019-12-31,3,FFFFFF,TS,J03,00929E,,"[{'direction_id': 0, 'route_id': 'J03', 'direction_headsign': '(M) República - Costanera Sur', 'direction_name': 'Outbound'}]",,J03,2019-07-06,0,(M) República - Costanera Sur,Outbound
Quilicura - Estacion Central,2019-12-31,3,FFFFFF,TS,313e,00A77E,,"[{'direction_id': 0, 'route_id': '313e', 'direction_headsign': 'Est. Central', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '313e', 'direction_headsign': 'Quilicura', 'direction_name': 'Inbound'}]",,313e,2019-07-08,0,Est. Central,Outbound
Quilicura - Estacion Central,2019-12-31,3,FFFFFF,TS,313e,00A77E,,"[{'direction_id': 0, 'route_id': '313e', 'direction_headsign': 'Est. Central', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '313e', 'direction_headsign': 'Quilicura', 'direction_name': 'Inbound'}]",,313e,2019-07-08,1,Quilicura,Inbound
Pudahuel Sur - (M) Quinta Normal,2019-12-31,3,FFFFFF,TS,J19,00929E,,"[{'direction_id': 1, 'route_id': 'J19', 'direction_headsign': 'Pudahuel Sur', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'J19', 'direction_headsign': '(M) Quinta Normal', 'direction_name': 'Outbound'}]",,J19,2019-07-06,1,Pudahuel Sur,Inbound
Pudahuel Sur - (M) Quinta Normal,2019-12-31,3,FFFFFF,TS,J19,00929E,,"[{'direction_id': 1, 'route_id': 'J19', 'direction_headsign': 'Pudahuel Sur', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'J19', 'direction_headsign': '(M) Quinta Normal', 'direction_name': 'Outbound'}]",,J19,2019-07-06,0,(M) Quinta Normal,Outbound
Juan Antonio Ríos - Angelmó,2019-12-31,3,FFFFFF,TS,301,00A77E,,"[{'direction_id': 0, 'route_id': '301', 'direction_headsign': 'Angelmó', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '301', 'direction_headsign': 'Juan A. Ríos', 'direction_name': 'Inbound'}]",,301,2019-07-06,0,Angelmó,Outbound
Juan Antonio Ríos - Angelmó,2019-12-31,3,FFFFFF,TS,301,00A77E,,"[{'direction_id': 0, 'route_id': '301', 'direction_headsign': 'Angelmó', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '301', 'direction_headsign': 'Juan A. Ríos', 'direction_name': 'Inbound'}]",,301,2019-07-06,1,Juan A. Ríos,Inbound
El Cortijo - (M) Estacion Central,2019-12-31,3,FFFFFF,TS,B26,ED1C24,,"[{'direction_id': 0, 'route_id': 'B26', 'direction_headsign': '(M) Est. Central', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'B26', 'direction_headsign': 'El Cortijo', 'direction_name': 'Inbound'}]",,B26,2019-07-06,0,(M) Est. Central,Outbound
El Cortijo - (M) Estacion Central,2019-12-31,3,FFFFFF,TS,B26,ED1C24,,"[{'direction_id': 0, 'route_id': 'B26', 'direction_headsign': '(M) Est. Central', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'B26', 'direction_headsign': 'El Cortijo', 'direction_name': 'Inbound'}]",,B26,2019-07-06,1,El Cortijo,Inbound
Villa El Abrazo - (M) La Moneda,2019-12-31,3,FFFFFF,TS,115,00929E,,"[{'direction_id': 0, 'route_id': '115', 'direction_headsign': '(M) La Moneda', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '115', 'direction_headsign': 'Villa El Abrazo', 'direction_name': 'Inbound'}]",,115,2019-07-06,0,(M) La Moneda,Outbound
Villa El Abrazo - (M) La Moneda,2019-12-31,3,FFFFFF,TS,115,00929E,,"[{'direction_id': 0, 'route_id': '115', 'direction_headsign': '(M) La Moneda', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '115', 'direction_headsign': 'Villa El Abrazo', 'direction_name': 'Inbound'}]",,115,2019-07-06,1,Villa El Abrazo,Inbound
Villa Frei - Pedro Aguirre Cerda,2019-12-31,3,FFFFFF,TS,227,0951BC,,"[{'direction_id': 0, 'route_id': '227', 'direction_headsign': 'P. Aguirre Cerda', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '227', 'direction_headsign': 'Villa Frei', 'direction_name': 'Inbound'}]",,227,2019-07-06,0,P. Aguirre Cerda,Outbound
Villa Frei - Pedro Aguirre Cerda,2019-12-31,3,FFFFFF,TS,227,0951BC,,"[{'direction_id': 0, 'route_id': '227', 'direction_headsign': 'P. Aguirre Cerda', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '227', 'direction_headsign': 'Villa Frei', 'direction_name': 'Inbound'}]",,227,2019-07-06,1,Villa Frei,Inbound
(M) Franklin - Maria Angelica,2019-12-31,3,000000,TS,D05,F58220,,"[{'direction_id': 1, 'route_id': 'D05', 'direction_headsign': '(M) Franklin', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'D05', 'direction_headsign': 'Maria Angelica', 'direction_name': 'Outbound'}]",,D05,2019-07-06,1,(M) Franklin,Inbound
(M) Franklin - Maria Angelica,2019-12-31,3,000000,TS,D05,F58220,,"[{'direction_id': 1, 'route_id': 'D05', 'direction_headsign': '(M) Franklin', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'D05', 'direction_headsign': 'Maria Angelica', 'direction_name': 'Outbound'}]",,D05,2019-07-06,0,Maria Angelica,Outbound
Maipu - Mapocho,2019-12-31,3,FFFFFF,TS,509,00929E,,"[{'direction_id': 0, 'route_id': '509', 'direction_headsign': 'Mapocho', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '509', 'direction_headsign': 'Maipú', 'direction_name': 'Inbound'}]",,509,2019-07-06,0,Mapocho,Outbound
Maipu - Mapocho,2019-12-31,3,FFFFFF,TS,509,00929E,,"[{'direction_id': 0, 'route_id': '509', 'direction_headsign': 'Mapocho', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '509', 'direction_headsign': 'Maipú', 'direction_name': 'Inbound'}]",,509,2019-07-06,1,Maipú,Inbound
J.J.Perez  - Peñalolen,2019-12-31,3,FFFFFF,TS,517,00929E,,"[{'direction_id': 1, 'route_id': '517', 'direction_headsign': 'J. J. Pérez', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '517', 'direction_headsign': 'Peñalolén', 'direction_name': 'Outbound'}]",,517,2019-07-06,1,J. J. Pérez,Inbound
J.J.Perez  - Peñalolen,2019-12-31,3,FFFFFF,TS,517,00929E,,"[{'direction_id': 1, 'route_id': '517', 'direction_headsign': 'J. J. Pérez', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '517', 'direction_headsign': 'Peñalolén', 'direction_name': 'Outbound'}]",,517,2019-07-06,0,Peñalolén,Outbound
Mapocho - Lo Espejo,2019-12-31,3,FFFFFF,TS,121,00A77E,,"[{'direction_id': 1, 'route_id': '121', 'direction_headsign': 'Mapocho', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '121', 'direction_headsign': 'Lo Espejo', 'direction_name': 'Outbound'}]",,121,2019-07-06,1,Mapocho,Inbound
Mapocho - Lo Espejo,2019-12-31,3,FFFFFF,TS,121,00A77E,,"[{'direction_id': 1, 'route_id': '121', 'direction_headsign': 'Mapocho', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '121', 'direction_headsign': 'Lo Espejo', 'direction_name': 'Outbound'}]",,121,2019-07-06,0,Lo Espejo,Outbound
Pudahuel - Mapocho,2019-12-31,3,000000,TS,402,F58220,,"[{'direction_id': 0, 'route_id': '402', 'direction_headsign': 'Mapocho', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '402', 'direction_headsign': 'Pudahuel', 'direction_name': 'Inbound'}]",,402,2019-07-06,0,Mapocho,Outbound
Pudahuel - Mapocho,2019-12-31,3,000000,TS,402,F58220,,"[{'direction_id': 0, 'route_id': '402', 'direction_headsign': 'Mapocho', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '402', 'direction_headsign': 'Pudahuel', 'direction_name': 'Inbound'}]",,402,2019-07-06,1,Pudahuel,Inbound
J.J. Perez - Bilbao,2019-12-31,3,FFFFFF,TS,518,00929E,,"[{'direction_id': 0, 'route_id': '518', 'direction_headsign': 'Bilbao', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '518', 'direction_headsign': 'J. J. Pérez', 'direction_name': 'Inbound'}]",,518,2019-07-06,0,Bilbao,Outbound
J.J. Perez - Bilbao,2019-12-31,3,FFFFFF,TS,518,00929E,,"[{'direction_id': 0, 'route_id': '518', 'direction_headsign': 'Bilbao', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '518', 'direction_headsign': 'J. J. Pérez', 'direction_name': 'Inbound'}]",,518,2019-07-06,1,J. J. Pérez,Inbound
Av. Grecia Oriente - (M) Santa Ana,2019-12-31,3,000000,TS,D09N,F58220,,"[{'direction_id': 1, 'route_id': 'D09N', 'direction_headsign': 'Diagonal Las Torres', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'D09N', 'direction_headsign': '(M) Santa Ana', 'direction_name': 'Outbound'}]",,D09N,2019-07-06,1,Diagonal Las Torres,Inbound
Av. Grecia Oriente - (M) Santa Ana,2019-12-31,3,000000,TS,D09N,F58220,,"[{'direction_id': 1, 'route_id': 'D09N', 'direction_headsign': 'Diagonal Las Torres', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'D09N', 'direction_headsign': '(M) Santa Ana', 'direction_name': 'Outbound'}]",,D09N,2019-07-06,0,(M) Santa Ana,Outbound
(M) Tobalaba - Camino Juan Pablo Ii,2019-12-31,3,FFFFFF,TS,C10e,ED1C24,,"[{'direction_id': 0, 'route_id': 'C10e', 'direction_headsign': 'Cam. Juan Pablo II', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C10e', 'direction_headsign': '(M) Tobalaba', 'direction_name': 'Inbound'}]",,C10e,2019-07-08,0,Cam. Juan Pablo II,Outbound
(M) Tobalaba - Camino Juan Pablo Ii,2019-12-31,3,FFFFFF,TS,C10e,ED1C24,,"[{'direction_id': 0, 'route_id': 'C10e', 'direction_headsign': 'Cam. Juan Pablo II', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'C10e', 'direction_headsign': '(M) Tobalaba', 'direction_name': 'Inbound'}]",,C10e,2019-07-08,1,(M) Tobalaba,Inbound
Linea 2 Ruta Roja (Expreso Vespucio Norte - La Cisterna),2019-12-31,1,000000,M,L2R,FFD400,,"[{'direction_id': 0, 'route_id': 'L2R', 'direction_headsign': 'La Cisterna', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'L2R', 'direction_headsign': 'Vespucio Norte', 'direction_name': 'Inbound'}]",http://www.metro.cl/guia-viajero/expresol2,L2,2019-07-08,0,La Cisterna,Outbound
Linea 2 Ruta Roja (Expreso Vespucio Norte - La Cisterna),2019-12-31,1,000000,M,L2R,FFD400,,"[{'direction_id': 0, 'route_id': 'L2R', 'direction_headsign': 'La Cisterna', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'L2R', 'direction_headsign': 'Vespucio Norte', 'direction_name': 'Inbound'}]",http://www.metro.cl/guia-viajero/expresol2,L2,2019-07-08,1,Vespucio Norte,Inbound
Villa Padre Hurtado - Diego Portales,2019-12-31,3,000000,TS,F08,FFC107,,"[{'direction_id': 0, 'route_id': 'F08', 'direction_headsign': 'Diego Portales', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'F08', 'direction_headsign': 'Villa P. Hurtado', 'direction_name': 'Inbound'}]",,F08,2019-07-06,0,Diego Portales,Outbound
Villa Padre Hurtado - Diego Portales,2019-12-31,3,000000,TS,F08,FFC107,,"[{'direction_id': 0, 'route_id': 'F08', 'direction_headsign': 'Diego Portales', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'F08', 'direction_headsign': 'Villa P. Hurtado', 'direction_name': 'Inbound'}]",,F08,2019-07-06,1,Villa P. Hurtado,Inbound
Pob. Teniente Merino -  (M) San Pablo,2019-12-31,3,000000,TS,422c,F58220,,"[{'direction_id': 0, 'route_id': '422c', 'direction_headsign': '(M) San Pablo', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '422c', 'direction_headsign': 'Pob. Teniente Merino', 'direction_name': 'Inbound'}]",,422c,2019-07-08,0,(M) San Pablo,Outbound
Pob. Teniente Merino -  (M) San Pablo,2019-12-31,3,000000,TS,422c,F58220,,"[{'direction_id': 0, 'route_id': '422c', 'direction_headsign': '(M) San Pablo', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '422c', 'direction_headsign': 'Pob. Teniente Merino', 'direction_name': 'Inbound'}]",,422c,2019-07-08,1,Pob. Teniente Merino,Inbound
Parinacota - (M) Los Libertadores,2019-12-31,3,FFFFFF,TS,314c,00A77E,,"[{'direction_id': 0, 'route_id': '314c', 'direction_headsign': 'Parinacota - (M) Los libertadores', 'direction_name': 'Outbound'}]",,314c,2019-07-08,0,Parinacota - (M) Los libertadores,Outbound
Linea 5 Ruta Roja (Expreso Plaza de Maipú - Vicente Valdés),2019-12-31,1,000000,M,L5R,008A63,,"[{'direction_id': 0, 'route_id': 'L5R', 'direction_headsign': 'Vicente Valdés', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'L5R', 'direction_headsign': 'Plaza Maipú', 'direction_name': 'Inbound'}]",http://www.metro.cl/guia-viajero/expresol5,L5,2019-07-08,0,Vicente Valdés,Outbound
Linea 5 Ruta Roja (Expreso Plaza de Maipú - Vicente Valdés),2019-12-31,1,000000,M,L5R,008A63,,"[{'direction_id': 0, 'route_id': 'L5R', 'direction_headsign': 'Vicente Valdés', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': 'L5R', 'direction_headsign': 'Plaza Maipú', 'direction_name': 'Inbound'}]",http://www.metro.cl/guia-viajero/expresol5,L5,2019-07-08,1,Plaza Maipú,Inbound
Pudahuel Sur - Rio Claro,2019-12-31,3,FFFFFF,TS,510,00929E,,"[{'direction_id': 0, 'route_id': '510', 'direction_headsign': 'Río Claro', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '510', 'direction_headsign': 'Pudahuel Sur', 'direction_name': 'Inbound'}]",,510,2019-07-06,0,Río Claro,Outbound
Pudahuel Sur - Rio Claro,2019-12-31,3,FFFFFF,TS,510,00929E,,"[{'direction_id': 0, 'route_id': '510', 'direction_headsign': 'Río Claro', 'direction_name': 'Outbound'}, {'direction_id': 1, 'route_id': '510', 'direction_headsign': 'Pudahuel Sur', 'direction_name': 'Inbound'}]",,510,2019-07-06,1,Pudahuel Sur,Inbound
Renca - (M) Santa Ana,2019-12-31,3,FFFFFF,TS,B29,ED1C24,,"[{'direction_id': 1, 'route_id': 'B29', 'direction_headsign': 'Renca', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'B29', 'direction_headsign': '(M) Santa Ana', 'direction_name': 'Outbound'}]",,B29,2019-07-08,1,Renca,Inbound
Renca - (M) Santa Ana,2019-12-31,3,FFFFFF,TS,B29,ED1C24,,"[{'direction_id': 1, 'route_id': 'B29', 'direction_headsign': 'Renca', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'B29', 'direction_headsign': '(M) Santa Ana', 'direction_name': 'Outbound'}]",,B29,2019-07-08,0,(M) Santa Ana,Outbound
Cerro Navia - Peñalolen,2019-12-31,3,FFFFFF,TS,505,00929E,,"[{'direction_id': 1, 'route_id': '505', 'direction_headsign': 'Cerro Navia', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '505', 'direction_headsign': 'Peñalolén', 'direction_name': 'Outbound'}]",,505,2019-07-06,1,Cerro Navia,Inbound
Cerro Navia - Peñalolen,2019-12-31,3,FFFFFF,TS,505,00929E,,"[{'direction_id': 1, 'route_id': '505', 'direction_headsign': 'Cerro Navia', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': '505', 'direction_headsign': 'Peñalolén', 'direction_name': 'Outbound'}]",,505,2019-07-06,0,Peñalolén,Outbound
(M) Toesca - Las Parcelas,2019-12-31,3,000000,TS,D03,F58220,,"[{'direction_id': 1, 'route_id': 'D03', 'direction_headsign': '(M) Toesca', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'D03', 'direction_headsign': 'Las Parcelas', 'direction_name': 'Outbound'}]",,D03,2019-07-06,1,(M) Toesca,Inbound
(M) Toesca - Las Parcelas,2019-12-31,3,000000,TS,D03,F58220,,"[{'direction_id': 1, 'route_id': 'D03', 'direction_headsign': '(M) Toesca', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'D03', 'direction_headsign': 'Las Parcelas', 'direction_name': 'Outbound'}]",,D03,2019-07-06,0,Las Parcelas,Outbound
(M) Vespucio Norte - Mapocho,2019-12-31,3,FFFFFF,TS,B27,ED1C24,,"[{'direction_id': 1, 'route_id': 'B27', 'direction_headsign': '(M) Vespucio Norte', 'direction_name': 'Inbound'}, {'direction_id': 0, 'route_id': 'B27', 'direction_headsign': 'Mapocho', 'direction_name': 'Outbound'}]",,B27,2019-07-06,1,(M) Vespucio Norte,Inbound
